,name,artist,colourid,colour,collectornum,expansion,hexval,red_h,green_h,blue_h,codename
2969,Plaxcaster Frogling,Greg Staples,"['G', 'U']","['G', 'U']",123,DIS,#593119,89,49,25,Plaxcaster FroglingDIS5
2970,Plumes of Peace,Justin Sweet,"['U', 'W']","['U', 'W']",124,DIS,#4E94BF,78,148,191,Plumes of PeaceDIS1
2971,Plumes of Peace,Justin Sweet,"['U', 'W']","['U', 'W']",124,DIS,#65A6BF,101,166,191,Plumes of PeaceDIS2
2972,Plumes of Peace,Justin Sweet,"['U', 'W']","['U', 'W']",124,DIS,#A68D60,166,141,96,Plumes of PeaceDIS3
2973,Plumes of Peace,Justin Sweet,"['U', 'W']","['U', 'W']",124,DIS,#F2E6D0,242,230,208,Plumes of PeaceDIS4
2974,Plumes of Peace,Justin Sweet,"['U', 'W']","['U', 'W']",124,DIS,#D98555,217,133,85,Plumes of PeaceDIS5
2975,Pride of the Clouds,Rebecca Guay,"['U', 'W']","['U', 'W']",125,DIS,#6D7BA6,109,123,166,Pride of the CloudsDIS1
2976,Pride of the Clouds,Rebecca Guay,"['U', 'W']","['U', 'W']",125,DIS,#D9D15F,217,209,95,Pride of the CloudsDIS2
2977,Pride of the Clouds,Rebecca Guay,"['U', 'W']","['U', 'W']",125,DIS,#D9C76C,217,199,108,Pride of the CloudsDIS3
2978,Pride of the Clouds,Rebecca Guay,"['U', 'W']","['U', 'W']",125,DIS,#D9D4BA,217,212,186,Pride of the CloudsDIS4
2979,Pride of the Clouds,Rebecca Guay,"['U', 'W']","['U', 'W']",125,DIS,#A69151,166,145,81,Pride of the CloudsDIS5
2980,Rain of Gore,Fred Hooper,"['B', 'R']","['B', 'R']",126,DIS,#26140D,38,20,13,Rain of GoreDIS1
2981,Rain of Gore,Fred Hooper,"['B', 'R']","['B', 'R']",126,DIS,#59261B,89,38,27,Rain of GoreDIS2
2982,Rain of Gore,Fred Hooper,"['B', 'R']","['B', 'R']",126,DIS,#D98673,217,134,115,Rain of GoreDIS3
2983,Rain of Gore,Fred Hooper,"['B', 'R']","['B', 'R']",126,DIS,#8C2920,140,41,32,Rain of GoreDIS4
2984,Rain of Gore,Fred Hooper,"['B', 'R']","['B', 'R']",126,DIS,#BF4539,191,69,57,Rain of GoreDIS5
2985,Rakdos Augermage,Zoltan Boros & Gabor Szikszai,"['B', 'R']","['B', 'R']",127,DIS,#F2BF80,242,191,128,Rakdos AugermageDIS1
2986,Rakdos Augermage,Zoltan Boros & Gabor Szikszai,"['B', 'R']","['B', 'R']",127,DIS,#F29441,242,148,65,Rakdos AugermageDIS2
2987,Rakdos Augermage,Zoltan Boros & Gabor Szikszai,"['B', 'R']","['B', 'R']",127,DIS,#F2762E,242,118,46,Rakdos AugermageDIS3
2988,Rakdos Augermage,Zoltan Boros & Gabor Szikszai,"['B', 'R']","['B', 'R']",127,DIS,#BF391B,191,57,27,Rakdos AugermageDIS4
2989,Rakdos Augermage,Zoltan Boros & Gabor Szikszai,"['B', 'R']","['B', 'R']",127,DIS,#592418,89,36,24,Rakdos AugermageDIS5
2990,Rakdos Ickspitter,Christopher Rush,"['B', 'R']","['B', 'R']",128,DIS,#F2D479,242,212,121,Rakdos IckspitterDIS1
2991,Rakdos Ickspitter,Christopher Rush,"['B', 'R']","['B', 'R']",128,DIS,#D98E32,217,142,50,Rakdos IckspitterDIS2
2992,Rakdos Ickspitter,Christopher Rush,"['B', 'R']","['B', 'R']",128,DIS,#A6511F,166,81,31,Rakdos IckspitterDIS3
2993,Rakdos Ickspitter,Christopher Rush,"['B', 'R']","['B', 'R']",128,DIS,#592512,89,37,18,Rakdos IckspitterDIS4
2994,Rakdos Ickspitter,Christopher Rush,"['B', 'R']","['B', 'R']",128,DIS,#D93814,217,56,20,Rakdos IckspitterDIS5
2995,Rakdos the Defiler,Zoltan Boros & Gabor Szikszai,"['B', 'R']","['B', 'R']",129,DIS,#F2D98D,242,217,141,Rakdos the DefilerDIS1
2996,Rakdos the Defiler,Zoltan Boros & Gabor Szikszai,"['B', 'R']","['B', 'R']",129,DIS,#F2AC57,242,172,87,Rakdos the DefilerDIS2
2997,Rakdos the Defiler,Zoltan Boros & Gabor Szikszai,"['B', 'R']","['B', 'R']",129,DIS,#D96A29,217,106,41,Rakdos the DefilerDIS3
2998,Rakdos the Defiler,Zoltan Boros & Gabor Szikszai,"['B', 'R']","['B', 'R']",129,DIS,#BF491F,191,73,31,Rakdos the DefilerDIS4
2999,Rakdos the Defiler,Zoltan Boros & Gabor Szikszai,"['B', 'R']","['B', 'R']",129,DIS,#732B1A,115,43,26,Rakdos the DefilerDIS5
3000,Simic Sky Swallower,rk post,"['G', 'U']","['G', 'U']",130,DIS,#5C6F73,92,111,115,Simic Sky SwallowerDIS1
3001,Simic Sky Swallower,rk post,"['G', 'U']","['G', 'U']",130,DIS,#BFA678,191,166,120,Simic Sky SwallowerDIS2
3002,Simic Sky Swallower,rk post,"['G', 'U']","['G', 'U']",130,DIS,#BFB093,191,176,147,Simic Sky SwallowerDIS3
3003,Simic Sky Swallower,rk post,"['G', 'U']","['G', 'U']",130,DIS,#BF7839,191,120,57,Simic Sky SwallowerDIS4
3004,Simic Sky Swallower,rk post,"['G', 'U']","['G', 'U']",130,DIS,#402B19,64,43,25,Simic Sky SwallowerDIS5
3005,Sky Hussar,Kev Walker,"['U', 'W']","['U', 'W']",131,DIS,#A097A6,160,151,166,Sky HussarDIS1
3006,Sky Hussar,Kev Walker,"['U', 'W']","['U', 'W']",131,DIS,#5D75A6,93,117,166,Sky HussarDIS2
3007,Sky Hussar,Kev Walker,"['U', 'W']","['U', 'W']",131,DIS,#40281F,64,40,31,Sky HussarDIS3
3008,Sky Hussar,Kev Walker,"['U', 'W']","['U', 'W']",131,DIS,#D9BBB0,217,187,176,Sky HussarDIS4
3009,Sky Hussar,Kev Walker,"['U', 'W']","['U', 'W']",131,DIS,#F2ECEB,242,236,235,Sky HussarDIS5
3010,Swift Silence,Greg Staples,"['U', 'W']","['U', 'W']",132,DIS,#F2C166,242,193,102,Swift SilenceDIS1
3011,Swift Silence,Greg Staples,"['U', 'W']","['U', 'W']",132,DIS,#262014,38,32,20,Swift SilenceDIS2
3012,Swift Silence,Greg Staples,"['U', 'W']","['U', 'W']",132,DIS,#D99D55,217,157,85,Swift SilenceDIS3
3013,Swift Silence,Greg Staples,"['U', 'W']","['U', 'W']",132,DIS,#64A3B0,100,163,176,Swift SilenceDIS4
3014,Swift Silence,Greg Staples,"['U', 'W']","['U', 'W']",132,DIS,#734429,115,68,41,Swift SilenceDIS5
3015,Trygon Predator,Carl Critchlow,"['G', 'U']","['G', 'U']",133,DIS,#D5E7F2,213,231,242,Trygon PredatorDIS1
3016,Trygon Predator,Carl Critchlow,"['G', 'U']","['G', 'U']",133,DIS,#403324,64,51,36,Trygon PredatorDIS2
3017,Trygon Predator,Carl Critchlow,"['G', 'U']","['G', 'U']",133,DIS,#BFAC95,191,172,149,Trygon PredatorDIS3
3018,Trygon Predator,Carl Critchlow,"['G', 'U']","['G', 'U']",133,DIS,#F2E0C9,242,224,201,Trygon PredatorDIS4
3019,Trygon Predator,Carl Critchlow,"['G', 'U']","['G', 'U']",133,DIS,#8C7C6D,140,124,109,Trygon PredatorDIS5
3020,Twinstrike,Christopher Rush,"['B', 'R']","['B', 'R']",134,DIS,#2E78A6,46,120,166,TwinstrikeDIS1
3021,Twinstrike,Christopher Rush,"['B', 'R']","['B', 'R']",134,DIS,#F2811D,242,129,29,TwinstrikeDIS2
3022,Twinstrike,Christopher Rush,"['B', 'R']","['B', 'R']",134,DIS,#F26B1D,242,107,29,TwinstrikeDIS3
3023,Twinstrike,Christopher Rush,"['B', 'R']","['B', 'R']",134,DIS,#732F16,115,47,22,TwinstrikeDIS4
3024,Twinstrike,Christopher Rush,"['B', 'R']","['B', 'R']",134,DIS,#D9320D,217,50,13,TwinstrikeDIS5
3025,Vigean Hydropon,Anthony S. Waters,"['G', 'U']","['G', 'U']",135,DIS,#BCBF69,188,191,105,Vigean HydroponDIS1
3026,Vigean Hydropon,Anthony S. Waters,"['G', 'U']","['G', 'U']",135,DIS,#262014,38,32,20,Vigean HydroponDIS2
3027,Vigean Hydropon,Anthony S. Waters,"['G', 'U']","['G', 'U']",135,DIS,#D9A76A,217,167,106,Vigean HydroponDIS3
3028,Vigean Hydropon,Anthony S. Waters,"['G', 'U']","['G', 'U']",135,DIS,#8C4B26,140,75,38,Vigean HydroponDIS4
3029,Vigean Hydropon,Anthony S. Waters,"['G', 'U']","['G', 'U']",135,DIS,#592715,89,39,21,Vigean HydroponDIS5
3030,Vigean Intuition,Alex Horley-Orlandelli,"['G', 'U']","['G', 'U']",136,DIS,#C1D9BA,193,217,186,Vigean IntuitionDIS1
3031,Vigean Intuition,Alex Horley-Orlandelli,"['G', 'U']","['G', 'U']",136,DIS,#7FA658,127,166,88,Vigean IntuitionDIS2
3032,Vigean Intuition,Alex Horley-Orlandelli,"['G', 'U']","['G', 'U']",136,DIS,#D5D973,213,217,115,Vigean IntuitionDIS3
3033,Vigean Intuition,Alex Horley-Orlandelli,"['G', 'U']","['G', 'U']",136,DIS,#F2E394,242,227,148,Vigean IntuitionDIS4
3034,Vigean Intuition,Alex Horley-Orlandelli,"['G', 'U']","['G', 'U']",136,DIS,#262014,38,32,20,Vigean IntuitionDIS5
3035,Voidslime,Jim Murray,"['G', 'U']","['G', 'U']",137,DIS,#B8D9CA,184,217,202,VoidslimeDIS1
3036,Voidslime,Jim Murray,"['G', 'U']","['G', 'U']",137,DIS,#A7BF50,167,191,80,VoidslimeDIS2
3037,Voidslime,Jim Murray,"['G', 'U']","['G', 'U']",137,DIS,#F2B84B,242,184,75,VoidslimeDIS3
3038,Voidslime,Jim Murray,"['G', 'U']","['G', 'U']",137,DIS,#734226,115,66,38,VoidslimeDIS4
3039,Voidslime,Jim Murray,"['G', 'U']","['G', 'U']",137,DIS,#F2784B,242,120,75,VoidslimeDIS5
3040,Windreaver,Aleksi Briclot,"['U', 'W']","['U', 'W']",138,DIS,#6099A6,96,153,166,WindreaverDIS1
3041,Windreaver,Aleksi Briclot,"['U', 'W']","['U', 'W']",138,DIS,#384027,56,64,39,WindreaverDIS2
3042,Windreaver,Aleksi Briclot,"['U', 'W']","['U', 'W']",138,DIS,#6E734C,110,115,76,WindreaverDIS3
3043,Windreaver,Aleksi Briclot,"['U', 'W']","['U', 'W']",138,DIS,#BFBA9F,191,186,159,WindreaverDIS4
3044,Windreaver,Aleksi Briclot,"['U', 'W']","['U', 'W']",138,DIS,#262014,38,32,20,WindreaverDIS5
3045,Wrecking Ball,Ron Spears,"['B', 'R']","['B', 'R']",139,DIS,#F2CD5E,242,205,94,Wrecking BallDIS1
3046,Wrecking Ball,Ron Spears,"['B', 'R']","['B', 'R']",139,DIS,#F28A2E,242,138,46,Wrecking BallDIS2
3047,Wrecking Ball,Ron Spears,"['B', 'R']","['B', 'R']",139,DIS,#D9AB82,217,171,130,Wrecking BallDIS3
3048,Wrecking Ball,Ron Spears,"['B', 'R']","['B', 'R']",139,DIS,#F27127,242,113,39,Wrecking BallDIS4
3049,Wrecking Ball,Ron Spears,"['B', 'R']","['B', 'R']",139,DIS,#D95829,217,88,41,Wrecking BallDIS5
3050,Avatar of Discord,rk post,"['B', 'R']","['B', 'R']",140,DIS,#213A40,33,58,64,Avatar of DiscordDIS1
3051,Avatar of Discord,rk post,"['B', 'R']","['B', 'R']",140,DIS,#261F11,38,31,17,Avatar of DiscordDIS2
3052,Avatar of Discord,rk post,"['B', 'R']","['B', 'R']",140,DIS,#F2AE72,242,174,114,Avatar of DiscordDIS3
3053,Avatar of Discord,rk post,"['B', 'R']","['B', 'R']",140,DIS,#BF6F41,191,111,65,Avatar of DiscordDIS4
3054,Avatar of Discord,rk post,"['B', 'R']","['B', 'R']",140,DIS,#8C442A,140,68,42,Avatar of DiscordDIS5
3055,Azorius Guildmage,Christopher Moeller,"['U', 'W']","['U', 'W']",141,DIS,#4177A6,65,119,166,Azorius GuildmageDIS1
3056,Azorius Guildmage,Christopher Moeller,"['U', 'W']","['U', 'W']",141,DIS,#6D90A6,109,144,166,Azorius GuildmageDIS2
3057,Azorius Guildmage,Christopher Moeller,"['U', 'W']","['U', 'W']",141,DIS,#9CC1D9,156,193,217,Azorius GuildmageDIS3
3058,Azorius Guildmage,Christopher Moeller,"['U', 'W']","['U', 'W']",141,DIS,#736C5A,115,108,90,Azorius GuildmageDIS4
3059,Azorius Guildmage,Christopher Moeller,"['U', 'W']","['U', 'W']",141,DIS,#BFBAA8,191,186,168,Azorius GuildmageDIS5
3060,Biomantic Mastery,Dan Scott,"['G', 'U']","['G', 'U']",142,DIS,#32BAD9,50,186,217,Biomantic MasteryDIS1
3061,Biomantic Mastery,Dan Scott,"['G', 'U']","['G', 'U']",142,DIS,#8EBFA8,142,191,168,Biomantic MasteryDIS2
3062,Biomantic Mastery,Dan Scott,"['G', 'U']","['G', 'U']",142,DIS,#F2CA99,242,202,153,Biomantic MasteryDIS3
3063,Biomantic Mastery,Dan Scott,"['G', 'U']","['G', 'U']",142,DIS,#BF8450,191,132,80,Biomantic MasteryDIS4
3064,Biomantic Mastery,Dan Scott,"['G', 'U']","['G', 'U']",142,DIS,#8C3623,140,54,35,Biomantic MasteryDIS5
3065,Dovescape,Shishizaru,"['U', 'W']","['U', 'W']",143,DIS,#2976A6,41,118,166,DovescapeDIS1
3066,Dovescape,Shishizaru,"['U', 'W']","['U', 'W']",143,DIS,#3698BF,54,152,191,DovescapeDIS2
3067,Dovescape,Shishizaru,"['U', 'W']","['U', 'W']",143,DIS,#73C6D9,115,198,217,DovescapeDIS3
3068,Dovescape,Shishizaru,"['U', 'W']","['U', 'W']",143,DIS,#F2C094,242,192,148,DovescapeDIS4
3069,Dovescape,Shishizaru,"['U', 'W']","['U', 'W']",143,DIS,#D93D3D,217,61,61,DovescapeDIS5
3070,Minister of Impediments,Brian Hagan,"['U', 'W']","['U', 'W']",144,DIS,#2C5559,44,85,89,Minister of ImpedimentsDIS1
3071,Minister of Impediments,Brian Hagan,"['U', 'W']","['U', 'W']",144,DIS,#262014,38,32,20,Minister of ImpedimentsDIS2
3072,Minister of Impediments,Brian Hagan,"['U', 'W']","['U', 'W']",144,DIS,#D9965B,217,150,91,Minister of ImpedimentsDIS3
3073,Minister of Impediments,Brian Hagan,"['U', 'W']","['U', 'W']",144,DIS,#BF522A,191,82,42,Minister of ImpedimentsDIS4
3074,Minister of Impediments,Brian Hagan,"['U', 'W']","['U', 'W']",144,DIS,#8C3926,140,57,38,Minister of ImpedimentsDIS5
3075,Rakdos Guildmage,Jeremy Jarvis,"['B', 'R']","['B', 'R']",145,DIS,#F2B950,242,185,80,Rakdos GuildmageDIS1
3076,Rakdos Guildmage,Jeremy Jarvis,"['B', 'R']","['B', 'R']",145,DIS,#D97C2B,217,124,43,Rakdos GuildmageDIS2
3077,Rakdos Guildmage,Jeremy Jarvis,"['B', 'R']","['B', 'R']",145,DIS,#BF5D24,191,93,36,Rakdos GuildmageDIS3
3078,Rakdos Guildmage,Jeremy Jarvis,"['B', 'R']","['B', 'R']",145,DIS,#8C3C1F,140,60,31,Rakdos GuildmageDIS4
3079,Rakdos Guildmage,Jeremy Jarvis,"['B', 'R']","['B', 'R']",145,DIS,#401E17,64,30,23,Rakdos GuildmageDIS5
3080,Riot Spikes,Christopher Moeller,"['B', 'R']","['B', 'R']",146,DIS,#8C8977,140,137,119,Riot SpikesDIS1
3081,Riot Spikes,Christopher Moeller,"['B', 'R']","['B', 'R']",146,DIS,#262014,38,32,20,Riot SpikesDIS2
3082,Riot Spikes,Christopher Moeller,"['B', 'R']","['B', 'R']",146,DIS,#734E39,115,78,57,Riot SpikesDIS3
3083,Riot Spikes,Christopher Moeller,"['B', 'R']","['B', 'R']",146,DIS,#BF372A,191,55,42,Riot SpikesDIS4
3084,Riot Spikes,Christopher Moeller,"['B', 'R']","['B', 'R']",146,DIS,#8C2920,140,41,32,Riot SpikesDIS5
3085,Shielding Plax,Brian Hagan,"['G', 'U']","['G', 'U']",147,DIS,#F2B279,242,178,121,Shielding PlaxDIS1
3086,Shielding Plax,Brian Hagan,"['G', 'U']","['G', 'U']",147,DIS,#F28444,242,132,68,Shielding PlaxDIS2
3087,Shielding Plax,Brian Hagan,"['G', 'U']","['G', 'U']",147,DIS,#D95A2B,217,90,43,Shielding PlaxDIS3
3088,Shielding Plax,Brian Hagan,"['G', 'U']","['G', 'U']",147,DIS,#A65E44,166,94,68,Shielding PlaxDIS4
3089,Shielding Plax,Brian Hagan,"['G', 'U']","['G', 'U']",147,DIS,#40201D,64,32,29,Shielding PlaxDIS5
3090,Simic Guildmage,Aleksi Briclot,"['G', 'U']","['G', 'U']",148,DIS,#BFD9CA,191,217,202,Simic GuildmageDIS1
3091,Simic Guildmage,Aleksi Briclot,"['G', 'U']","['G', 'U']",148,DIS,#548C62,84,140,98,Simic GuildmageDIS2
3092,Simic Guildmage,Aleksi Briclot,"['G', 'U']","['G', 'U']",148,DIS,#858C74,133,140,116,Simic GuildmageDIS3
3093,Simic Guildmage,Aleksi Briclot,"['G', 'U']","['G', 'U']",148,DIS,#262014,38,32,20,Simic GuildmageDIS4
3094,Simic Guildmage,Aleksi Briclot,"['G', 'U']","['G', 'U']",148,DIS,#8C6A3F,140,106,63,Simic GuildmageDIS5
3095,Azorius Signet,Greg Hildebrandt,"['U', 'W']",[],159,DIS,#5D7CA6,93,124,166,Azorius SignetDIS1
3096,Azorius Signet,Greg Hildebrandt,"['U', 'W']",[],159,DIS,#BF612A,191,97,42,Azorius SignetDIS2
3097,Azorius Signet,Greg Hildebrandt,"['U', 'W']",[],159,DIS,#D9B6A3,217,182,163,Azorius SignetDIS3
3098,Azorius Signet,Greg Hildebrandt,"['U', 'W']",[],159,DIS,#732817,115,40,23,Azorius SignetDIS4
3099,Azorius Signet,Greg Hildebrandt,"['U', 'W']",[],159,DIS,#BF8275,191,130,117,Azorius SignetDIS5
3100,Bronze Bombshell,Martina Pilcerova,[],[],160,DIS,#7AB8BF,122,184,191,Bronze BombshellDIS1
3101,Bronze Bombshell,Martina Pilcerova,[],[],160,DIS,#F2DB66,242,219,102,Bronze BombshellDIS2
3102,Bronze Bombshell,Martina Pilcerova,[],[],160,DIS,#BFA450,191,164,80,Bronze BombshellDIS3
3103,Bronze Bombshell,Martina Pilcerova,[],[],160,DIS,#BFAF80,191,175,128,Bronze BombshellDIS4
3104,Bronze Bombshell,Martina Pilcerova,[],[],160,DIS,#73542F,115,84,47,Bronze BombshellDIS5
3105,Evolution Vat,John Avon,"['G', 'U']",[],161,DIS,#468C85,70,140,133,Evolution VatDIS1
3106,Evolution Vat,John Avon,"['G', 'U']",[],161,DIS,#254029,37,64,41,Evolution VatDIS2
3107,Evolution Vat,John Avon,"['G', 'U']",[],161,DIS,#D9D166,217,209,102,Evolution VatDIS3
3108,Evolution Vat,John Avon,"['G', 'U']",[],161,DIS,#F2D857,242,216,87,Evolution VatDIS4
3109,Evolution Vat,John Avon,"['G', 'U']",[],161,DIS,#261E17,38,30,23,Evolution VatDIS5
3110,Magewright's Stone,Carl Critchlow,[],[],162,DIS,#517360,81,115,96,Magewright's StoneDIS1
3111,Magewright's Stone,Carl Critchlow,[],[],162,DIS,#261E0F,38,30,15,Magewright's StoneDIS2
3112,Magewright's Stone,Carl Critchlow,[],[],162,DIS,#BF6836,191,104,54,Magewright's StoneDIS3
3113,Magewright's Stone,Carl Critchlow,[],[],162,DIS,#D99F7E,217,159,126,Magewright's StoneDIS4
3114,Magewright's Stone,Carl Critchlow,[],[],162,DIS,#A66249,166,98,73,Magewright's StoneDIS5
3115,Muse Vessel,Christopher Rush,[],[],163,DIS,#2A708C,42,112,140,Muse VesselDIS1
3116,Muse Vessel,Christopher Rush,[],[],163,DIS,#D9A25F,217,162,95,Muse VesselDIS2
3117,Muse Vessel,Christopher Rush,[],[],163,DIS,#D98C4A,217,140,74,Muse VesselDIS3
3118,Muse Vessel,Christopher Rush,[],[],163,DIS,#A6592D,166,89,45,Muse VesselDIS4
3119,Muse Vessel,Christopher Rush,[],[],163,DIS,#732B1A,115,43,26,Muse VesselDIS5
3120,Rakdos Riteknife,Jim Nelson,"['B', 'R']",[],164,DIS,#F2B84B,242,184,75,Rakdos RiteknifeDIS1
3121,Rakdos Riteknife,Jim Nelson,"['B', 'R']",[],164,DIS,#F28D35,242,141,53,Rakdos RiteknifeDIS2
3122,Rakdos Riteknife,Jim Nelson,"['B', 'R']",[],164,DIS,#F27329,242,115,41,Rakdos RiteknifeDIS3
3123,Rakdos Riteknife,Jim Nelson,"['B', 'R']",[],164,DIS,#D95323,217,83,35,Rakdos RiteknifeDIS4
3124,Rakdos Riteknife,Jim Nelson,"['B', 'R']",[],164,DIS,#73261F,115,38,31,Rakdos RiteknifeDIS5
3125,Rakdos Signet,Greg Hildebrandt,"['B', 'R']",[],165,DIS,#F2B84B,242,184,75,Rakdos SignetDIS1
3126,Rakdos Signet,Greg Hildebrandt,"['B', 'R']",[],165,DIS,#F2A649,242,166,73,Rakdos SignetDIS2
3127,Rakdos Signet,Greg Hildebrandt,"['B', 'R']",[],165,DIS,#F27127,242,113,39,Rakdos SignetDIS3
3128,Rakdos Signet,Greg Hildebrandt,"['B', 'R']",[],165,DIS,#D93B18,217,59,24,Rakdos SignetDIS4
3129,Rakdos Signet,Greg Hildebrandt,"['B', 'R']",[],165,DIS,#BF281B,191,40,27,Rakdos SignetDIS5
3130,Simic Signet,Greg Hildebrandt,"['G', 'U']",[],166,DIS,#4F528C,79,82,140,Simic SignetDIS1
3131,Simic Signet,Greg Hildebrandt,"['G', 'U']",[],166,DIS,#4A5B8C,74,91,140,Simic SignetDIS2
3132,Simic Signet,Greg Hildebrandt,"['G', 'U']",[],166,DIS,#6F9ABF,111,154,191,Simic SignetDIS3
3133,Simic Signet,Greg Hildebrandt,"['G', 'U']",[],166,DIS,#94BF80,148,191,128,Simic SignetDIS4
3134,Simic Signet,Greg Hildebrandt,"['G', 'U']",[],166,DIS,#C8D9A3,200,217,163,Simic SignetDIS5
3135,Skullmead Cauldron,Martina Pilcerova,[],[],167,DIS,#F2CA50,242,202,80,Skullmead CauldronDIS1
3136,Skullmead Cauldron,Martina Pilcerova,[],[],167,DIS,#F29B30,242,155,48,Skullmead CauldronDIS2
3137,Skullmead Cauldron,Martina Pilcerova,[],[],167,DIS,#F26B1D,242,107,29,Skullmead CauldronDIS3
3138,Skullmead Cauldron,Martina Pilcerova,[],[],167,DIS,#D93B18,217,59,24,Skullmead CauldronDIS4
3139,Skullmead Cauldron,Martina Pilcerova,[],[],167,DIS,#8C2F1B,140,47,27,Skullmead CauldronDIS5
3140,Transguild Courier,John Avon,"['B', 'G', 'R', 'U', 'W']","['B', 'G', 'R', 'U', 'W']",168,DIS,#261F11,38,31,17,Transguild CourierDIS1
3141,Transguild Courier,John Avon,"['B', 'G', 'R', 'U', 'W']","['B', 'G', 'R', 'U', 'W']",168,DIS,#F2A444,242,164,68,Transguild CourierDIS2
3142,Transguild Courier,John Avon,"['B', 'G', 'R', 'U', 'W']","['B', 'G', 'R', 'U', 'W']",168,DIS,#F2EADF,242,234,223,Transguild CourierDIS3
3143,Transguild Courier,John Avon,"['B', 'G', 'R', 'U', 'W']","['B', 'G', 'R', 'U', 'W']",168,DIS,#BF5A1F,191,90,31,Transguild CourierDIS4
3144,Transguild Courier,John Avon,"['B', 'G', 'R', 'U', 'W']","['B', 'G', 'R', 'U', 'W']",168,DIS,#D9A796,217,167,150,Transguild CourierDIS5
3145,Walking Archive,Heather Hudson,"['U', 'W']",[],169,DIS,#F2D9BB,242,217,187,Walking ArchiveDIS1
3146,Walking Archive,Heather Hudson,"['U', 'W']",[],169,DIS,#D97925,217,121,37,Walking ArchiveDIS2
3147,Walking Archive,Heather Hudson,"['U', 'W']",[],169,DIS,#BF4E24,191,78,36,Walking ArchiveDIS3
3148,Walking Archive,Heather Hudson,"['U', 'W']",[],169,DIS,#402116,64,33,22,Walking ArchiveDIS4
3149,Walking Archive,Heather Hudson,"['U', 'W']",[],169,DIS,#733F2D,115,63,45,Walking ArchiveDIS5
3150,Azorius Chancery,John Avon,"['U', 'W']",[],170,DIS,#2C3F59,44,63,89,Azorius ChanceryDIS1
3151,Azorius Chancery,John Avon,"['U', 'W']",[],170,DIS,#35648C,53,100,140,Azorius ChanceryDIS2
3152,Azorius Chancery,John Avon,"['U', 'W']",[],170,DIS,#63A5BF,99,165,191,Azorius ChanceryDIS3
3153,Azorius Chancery,John Avon,"['U', 'W']",[],170,DIS,#F2D857,242,216,87,Azorius ChanceryDIS4
3154,Azorius Chancery,John Avon,"['U', 'W']",[],170,DIS,#F2DFA7,242,223,167,Azorius ChanceryDIS5
3155,Blood Crypt,Rob Alexander,"['B', 'R']",[],171,DIS,#F2CB57,242,203,87,Blood CryptDIS1
3156,Blood Crypt,Rob Alexander,"['B', 'R']",[],171,DIS,#F2B263,242,178,99,Blood CryptDIS2
3157,Blood Crypt,Rob Alexander,"['B', 'R']",[],171,DIS,#BF6836,191,104,54,Blood CryptDIS3
3158,Blood Crypt,Rob Alexander,"['B', 'R']",[],171,DIS,#D94625,217,70,37,Blood CryptDIS4
3159,Blood Crypt,Rob Alexander,"['B', 'R']",[],171,DIS,#592316,89,35,22,Blood CryptDIS5
3160,Breeding Pool,Rob Alexander,"['G', 'U']",[],172,DIS,#2D4034,45,64,52,Breeding PoolDIS1
3161,Breeding Pool,Rob Alexander,"['G', 'U']",[],172,DIS,#90A68D,144,166,141,Breeding PoolDIS2
3162,Breeding Pool,Rob Alexander,"['G', 'U']",[],172,DIS,#D2D9A0,210,217,160,Breeding PoolDIS3
3163,Breeding Pool,Rob Alexander,"['G', 'U']",[],172,DIS,#71734D,113,115,77,Breeding PoolDIS4
3164,Breeding Pool,Rob Alexander,"['G', 'U']",[],172,DIS,#26261C,38,38,28,Breeding PoolDIS5
3165,Ghost Quarter,Heather Hudson,[],[],173,DIS,#4F5E8C,79,94,140,Ghost QuarterDIS1
3166,Ghost Quarter,Heather Hudson,[],[],173,DIS,#5D84A6,93,132,166,Ghost QuarterDIS2
3167,Ghost Quarter,Heather Hudson,[],[],173,DIS,#A6A186,166,161,134,Ghost QuarterDIS3
3168,Ghost Quarter,Heather Hudson,[],[],173,DIS,#734720,115,71,32,Ghost QuarterDIS4
3169,Ghost Quarter,Heather Hudson,[],[],173,DIS,#40210F,64,33,15,Ghost QuarterDIS5
3170,Hallowed Fountain,Rob Alexander,"['U', 'W']",[],174,DIS,#F2CA80,242,202,128,Hallowed FountainDIS1
3171,Hallowed Fountain,Rob Alexander,"['U', 'W']",[],174,DIS,#F2D6A2,242,214,162,Hallowed FountainDIS2
3172,Hallowed Fountain,Rob Alexander,"['U', 'W']",[],174,DIS,#593C23,89,60,35,Hallowed FountainDIS3
3173,Hallowed Fountain,Rob Alexander,"['U', 'W']",[],174,DIS,#A67A53,166,122,83,Hallowed FountainDIS4
3174,Hallowed Fountain,Rob Alexander,"['U', 'W']",[],174,DIS,#F26430,242,100,48,Hallowed FountainDIS5
3175,"Novijen, Heart of Progress",Martina Pilcerova,"['G', 'U']",[],175,DIS,#77A69D,119,166,157,"Novijen, Heart of ProgressDIS1"
3176,"Novijen, Heart of Progress",Martina Pilcerova,"['G', 'U']",[],175,DIS,#BAD9CE,186,217,206,"Novijen, Heart of ProgressDIS2"
3177,"Novijen, Heart of Progress",Martina Pilcerova,"['G', 'U']",[],175,DIS,#43734A,67,115,74,"Novijen, Heart of ProgressDIS3"
3178,"Novijen, Heart of Progress",Martina Pilcerova,"['G', 'U']",[],175,DIS,#518C4F,81,140,79,"Novijen, Heart of ProgressDIS4"
