name,artist,colourid,colour,collectornum,expansion,hexval
Ogre Jailbreaker,Karl Kopinski,['B'],['B'],72,RTR,"#25261E
#0C0D0A
#D99F59
#A66B38
#73462C"
Pack Rat,Kev Walker,['B'],['B'],73,RTR,"#0C0D0A
#242620
#8C793F
#8C593B
#734434"
Perilous Shadow,Clint Cearley,['B'],['B'],74,RTR,"#5C6373
#2A3740
#262621
#BFAE8E
#A68A72"
Sewer Shambler,Nils Hamm,['B'],['B'],75,RTR,"#734F6D
#71498C
#73A665
#9DA67C
#737155"
Shrieking Affliction,Johann Bodin,['B'],['B'],76,RTR,"#D4D955
#BBBF4B
#A69F41
#8C7345
#59503F"
Slum Reaper,Karl Kopinski,['B'],['B'],77,RTR,"#0C0D0A
#BFB999
#403727
#8C7A64
#8C5E35"
Stab Wound,Scott Chou,['B'],['B'],78,RTR,"#23261D
#F2D6B3
#D9AC84
#A67A60
#733224"
Tavern Swindler,Cynthia Sheppard,['B'],['B'],79,RTR,"#594347
#25261E
#BF8D7A
#D9B7B0
#A6453C"
Terrus Wurm,Cliff Childs,['B'],['B'],80,RTR,"#23261F
#BDBF7A
#A69B63
#595336
#BFB78F"
Thrill-Kill Assassin,Tyler Jacobson,['B'],['B'],81,RTR,"#F2DA91
#BF7534
#8C4227
#8C2920
#59221D"
Ultimate Price,Karl Kopinski,['B'],['B'],82,RTR,"#262520
#D9BF8F
#A67A46
#D9A689
#A66249"
Underworld Connections,Yeong-Hao Han,['B'],['B'],83,RTR,"#D1D9C1
#242614
#BFAD54
#59522E
#8C7A45"
Zanikev Locust,Cliff Childs,['B'],['B'],84,RTR,"#6575A6
#384759
#A3BFD9
#736A3D
#73462C"
Annihilating Fire,Clint Cearley,['R'],['R'],85,RTR,"#F2CF63
#F2E3B3
#D9843B
#A64B29
#8C2727"
Ash Zealot,Eric Deschamps,['R'],['R'],86,RTR,"#F2B33D
#F28D35
#D96F32
#D94B2B
#732424"
Batterhorn,Dave Kendall,['R'],['R'],87,RTR,"#403728
#D9C49C
#BF8B4B
#A66B38
#73482F"
Bellows Lizard,Jack Wang,['R'],['R'],88,RTR,"#F2CB57
#363924
#D94F30
#A62424
#591D1D"
Bloodfray Giant,Steve Argyle,['R'],['R'],89,RTR,"#4E3459
#F29E38
#D96B2B
#D95829
#8C2C23"
Chaos Imps,Tyler Jacobson,['R'],['R'],90,RTR,"#F2D43D
#A69668
#F29829
#D94423
#8C2920"
Cobblebrute,Eytan Zana,['R'],['R'],91,RTR,"#89B3D9
#D9C077
#D9A76A
#A67153
#BF3939"
Dynacharge,Matt Stewart,['R'],['R'],92,RTR,"#906FA6
#424073
#A66D3C
#A65233
#8C3535"
Electrickery,Greg Staples,['R'],['R'],93,RTR,"#D9B855
#BF925A
#D96A29
#A64D2D
#732E1F"
Explosive Impact,Steve Argyle,['R'],['R'],94,RTR,"#F2CD5E
#F2A649
#D96F32
#D94F30
#A62D2D"
Goblin Rally,Nic Klein,['R'],['R'],95,RTR,"#F2E9BB
#D9984A
#D95A2B
#BF452A
#8C3027"
Gore-House Chainwalker,Dan Scott,['R'],['R'],96,RTR,"#8C6586
#D97D48
#D95032
#8C3D2B
#592C22"
Guild Feud,Karl Kopinski,['R'],['R'],97,RTR,"#D9A577
#261D15
#8C634A
#D99B77
#BF604B"
Guttersnipe,Steve Prescott,['R'],['R'],98,RTR,"#D9AE5F
#D98F4E
#A6583C
#D93B3B
#A63232"
Lobber Crew,Greg Staples,['R'],['R'],99,RTR,"#F2DF80
#A68A58
#594832
#D9B991
#A64B37"
Minotaur Aggressor,Lucas Graciano,['R'],['R'],100,RTR,"#F2B33D
#F28A2E
#D95525
#592519
#BF2E21"
Mizzium Mortars,Noah Bradley,['R'],['R'],101,RTR,"#F28D35
#D94929
#A63429
#D92B2B
#733636"
Pursuit of Flight,Christopher Moeller,"['R', 'U']",['R'],102,RTR,"#307CBF
#2E78A6
#498BA6
#6AA6A6
#8C7F3B"
Pyroconvergence,Jack Wang,['R'],['R'],103,RTR,"#F2DA5E
#F2B544
#D98032
#D93A2B
#732C26"
Racecourse Fury,Sam Burley,['R'],['R'],104,RTR,"#D9B343
#D98B48
#A64B29
#D94929
#59281D"
Splatter Thug,Kev Walker,['R'],['R'],105,RTR,"#F29966
#D96941
#D95032
#592C22
#A65644"
Street Spasm,Raymond Swanland,['R'],['R'],106,RTR,"#A66A75
#6A68A6
#8E95BF
#B4C4D9
#252620"
Survey the Wreckage,Warren Mahy,['R'],['R'],107,RTR,"#D9BE6C
#BF9E60
#A69677
#8C623E
#403429"
Tenement Crasher,Warren Mahy,['R'],['R'],108,RTR,"#BF7B3F
#A65F37
#402B1F
#D9C4B8
#8C3E37"
Traitorous Instinct,Daarken,['R'],['R'],109,RTR,"#BFAB49
#A68C3F
#D9AF8B
#A64B37
#D93636"
Utvara Hellkite,Mark Zug,['R'],['R'],110,RTR,"#D9B97E
#D98F4E
#BFA288
#A6633C
#8C4C35"
Vandalblast,Seb McKinnon,['R'],['R'],111,RTR,"#6080BF
#D99C52
#A65A2E
#F2CFBB
#8C3027"
Viashino Racketeer,Slawomir Maniak,['R'],['R'],112,RTR,"#40353D
#A68851
#26211F
#8C6C65
#BFA7A4"
Aerial Predation,BD,['G'],['G'],113,RTR,"#262614
#BF9A54
#D9843B
#8C582A
#D94625"
Archweaver,Jason Felix,['G'],['G'],114,RTR,"#636DA6
#D9C877
#D9A362
#59422E
#D95829"
Axebane Guardian,Slawomir Maniak,['G'],['G'],115,RTR,"#A0A672
#D6D98F
#D9D5A7
#26261D
#595336"
Axebane Stag,Martina Pilcerova,['G'],['G'],116,RTR,"#A2A63F
#73672F
#F2DF80
#F2DC99
#735134"
Brushstrider,Raoul Vitale,['G'],['G'],117,RTR,"#A69337
#8C7E37
#D9C6A3
#A66D3C
#8C4830"
Centaur's Herald,Howard Lyon,['G'],['G'],118,RTR,"#93BFA6
#A66B38
#734D2C
#D99B66
#40261D"
Chorus of Might,Christopher Moeller,['G'],['G'],119,RTR,"#35401E
#64732F
#A2A633
#898C30
#BF9056"
Deadbridge Goliath,Chase Stone,['G'],['G'],120,RTR,"#B8BF84
#25261F
#595623
#8C8069
#BFB49F"
Death's Presence,Ryan Barger,['G'],['G'],121,RTR,"#34592E
#407332
#71A63C
#B0BF3B
#F2994B"
Drudge Beetle,Slawomir Maniak,['G'],['G'],122,RTR,"#58592C
#403B22
#BFB893
#8C815E
#733D29"
Druid's Deliverance,Dan Scott,['G'],['G'],123,RTR,"#737043
#D9C27E
#D97E4A
#BF4A30
#8C3623"
Gatecreeper Vine,Trevor Claxton,['G'],['G'],124,RTR,"#85A63F
#B9BFAA
#A2BF39
#6B732F
#252617"
Giant Growth,Noah Bradley,['G'],['G'],125,RTR,"#B7BF75
#BFA169
#40392D
#735C40
#D9B68B"
Gobbling Ooze,Johann Bodin,['G'],['G'],126,RTR,"#6CA66A
#CCD9B0
#252620
#BFB63B
#A67D32"
Golgari Decoy,Marco Nelor,['G'],['G'],127,RTR,"#D9B13B
#D9A13B
#D97F30
#BF4F26
#8C342B"
Horncaller's Chant,Eric Velhagen,['G'],['G'],128,RTR,"#647330
#8C7D30
#594B22
#BFB188
#D9CDB8"
Korozda Monitor,Lars Grant-West,['G'],['G'],129,RTR,"#8C7F3B
#736230
#262521
#736140
#403625"
Mana Bloom,Mike Bierek,['G'],['G'],130,RTR,"#5697BF
#65AFBF
#75BFBF
#3B5942
#A6886D"
Oak Street Innkeeper,Svetlin Velinov,['G'],['G'],131,RTR,"#90A641
#667336
#D9965B
#A66E4E
#734838"
Rubbleback Rhino,Johann Bodin,['G'],['G'],132,RTR,"#858C4D
#BFB963
#262416
#A67F37
#8C3420"
Savage Surge,Svetlin Velinov,['G'],['G'],133,RTR,"#38592E
#6DA644
#77A656
#1E2618
#59522F"
Seek the Horizon,Howard Lyon,['G'],['G'],134,RTR,"#22261A
#8C7F3B
#59522E
#D9B343
#A66832"
Slime Molding,Marco Nelor,['G'],['G'],135,RTR,"#598C42
#6EA646
#4B5936
#D9D055
#BFA3A3"
Stonefare Crocodile,Tomasz Jedruszek,"['B', 'G']",['G'],136,RTR,"#A68F63
#A6763C
#735530
#D9C6B0
#402E1E"
Towering Indrik,Lars Grant-West,['G'],['G'],137,RTR,"#735D6D
#A6855D
#BFAC9B
#8C6A56
#8C3232"
Urban Burgeoning,Nic Klein,['G'],['G'],138,RTR,"#2F7360
#21402E
#378C44
#65A669
#A65526"
Wild Beastmaster,Kev Walker,['G'],['G'],139,RTR,"#BDBF7A
#BFBC88
#D9D6B0
#262416
#A65644"
Worldspine Wurm,Richard Wright,['G'],['G'],140,RTR,"#262314
#594A2D
#8C6E54
#D9B79A
#A68477"
Abrupt Decay,Svetlin Velinov,"['B', 'G']","['B', 'G']",141,RTR,"#8D7BA6
#BFA145
#A6763C
#A65221
#592B1B"
Archon of the Triumvirate,David Rapoza,"['U', 'W']","['U', 'W']",142,RTR,"#D9A282
#A66851
#A6442E
#40211A
#8C504A"
Armada Wurm,Volkan BaÇµa,"['G', 'W']","['G', 'W']",143,RTR,"#262014
#D9CBBA
#593F27
#A67C58
#BFA18F"
Auger Spree,Raymond Swanland,"['B', 'R']","['B', 'R']",144,RTR,"#F2D649
#BF984E
#D96725
#D93425
#8C2626"
Azorius Charm,Zoltan Boros,"['U', 'W']","['U', 'W']",145,RTR,"#5E7EBF
#638BBF
#3F768C
#5196A6
#9FBFAA"
Call of the Conclave,Terese Nielsen,"['G', 'W']","['G', 'W']",146,RTR,"#5684BF
#59A8D9
#96C6D9
#607338
#A68051"
Carnival Hellsteed,Chase Stone,"['B', 'R']","['B', 'R']",147,RTR,"#F2DD72
#F2A341
#D96B2B
#8C3623
#D92929"
Centaur Healer,Mark Zug,"['G', 'W']","['G', 'W']",148,RTR,"#D9AD5B
#A68C5D
#736346
#D9A05B
#40271E"
Chemister's Trick,Christopher Moeller,"['R', 'U']","['R', 'U']",149,RTR,"#9F8FBF
#383659
#586BA6
#8C8042
#8C4F2B"
Collective Blessing,Svetlin Velinov,"['G', 'W']","['G', 'W']",150,RTR,"#364022
#8C8737
#D9D271
#8C7C4A
#BFAF8F"
Common Bond,Raymond Swanland,"['G', 'W']","['G', 'W']",151,RTR,"#B6BF6F
#8C8958
#BFAC73
#8C583A
#59342C"
Corpsejack Menace,Chris Rahn,"['B', 'G']","['B', 'G']",152,RTR,"#557340
#59574C
#8C8672
#262520
#733F2C"
Counterflux,Scott M. Fischer,"['R', 'U']","['R', 'U']",153,RTR,"#363F59
#8FBFA9
#68A678
#A68A68
#732727"
Coursers' Accord,Nils Hamm,"['G', 'W']","['G', 'W']",154,RTR,"#D9BC66
#A6864B
#8C5E35
#593F28
#D97A43"
Detention Sphere,Kev Walker,"['U', 'W']","['U', 'W']",155,RTR,"#42628C
#395873
#55A6D9
#84C9D9
#5BA6A6"
Dramatic Rescue,Ryan Pancoast,"['U', 'W']","['U', 'W']",156,RTR,"#5166A6
#D9BD8B
#BF9969
#BF6F41
#8C3926"
Dreadbore,Wayne Reynolds,"['B', 'R']","['B', 'R']",157,RTR,"#252620
#D9AB73
#D95E32
#D93E30
#592C28"
Dreg Mangler,Peter Mohrbacher,"['B', 'G']","['B', 'G']",158,RTR,"#23261D
#A68932
#8C6B2E
#8C4227
#732A24"
Epic Experiment,Dan Scott,"['R', 'U']","['R', 'U']",159,RTR,"#614D8C
#D98F4E
#BF6A39
#8C3C2A
#D93829"
Essence Backlash,Jung Park,"['R', 'U']","['R', 'U']",160,RTR,"#4E64A6
#7595BF
#516373
#F2C166
#A67841"
Fall of the Gavel,Matt Stewart,"['U', 'W']","['U', 'W']",161,RTR,"#4B69A6
#54678C
#BFB584
#BFBA9F
#8C7C5E"
Firemind's Foresight,Dan Scott,"['R', 'U']","['R', 'U']",162,RTR,"#3A3259
#44428C
#383B73
#BF7256
#A6382E"
Goblin Electromancer,Svetlin Velinov,"['R', 'U']","['R', 'U']",163,RTR,"#4F468C
#6367A6
#8890BF
#26221D
#592722"
Golgari Charm,Zoltan Boros,"['B', 'G']","['B', 'G']",164,RTR,"#748C3F
#A7BF50
#59492A
#BF925A
#BF826B"
Grisly Salvage,Dave Kendall,"['B', 'G']","['B', 'G']",165,RTR,"#25261A
#BBBF3F
#8C8635
#595625
#BFB856"
Havoc Festival,Johannes Voss,"['B', 'R']","['B', 'R']",166,RTR,"#F2B950
#F29B30
#8C6849
#D95525
#8C442A"
Hellhole Flailer,Steve Prescott,"['B', 'R']","['B', 'R']",167,RTR,"#F28D35
#F27830
#D95829
#BF372A
#732424"
Heroes' Reunion,Howard Lyon,"['G', 'W']","['G', 'W']",168,RTR,"#BABF30
#262614
#A69E33
#BF7E45
#8C4E2A"
Hussar Patrol,Seb McKinnon,"['U', 'W']","['U', 'W']",169,RTR,"#262621
#F2D95C
#D9A74A
#D9BF8F
#A67233"
Hypersonic Dragon,Dan Scott,"['R', 'U']","['R', 'U']",170,RTR,"#A6A26F
#D9D6B0
#D92B2B
#A62626
#732424"
"Isperia, Supreme Judge",Scott M. Fischer,"['U', 'W']","['U', 'W']",171,RTR,"#4B71BF
#BFA65A
#735E51
#D94B2B
#8C3A27"
Izzet Charm,Zoltan Boros,"['R', 'U']","['R', 'U']",172,RTR,"#6CBAD9
#F2AA80
#BF4F36
#59281D
#8C2E26"
Izzet Staticaster,Scott M. Fischer,"['R', 'U']","['R', 'U']",173,RTR,"#86708C
#B0D9C6
#7BA651
#5D733D
#A64C38"
"Jarad, Golgari Lich Lord",Eric Deschamps,"['B', 'G']","['B', 'G']",174,RTR,"#A6637C
#732952
#D9CC8F
#D9AB73
#A6785D"
Jarad's Orders,Svetlin Velinov,"['B', 'G']","['B', 'G']",175,RTR,"#A2BF63
#232617
#9DA658
#59573B
#A69258"
Korozda Guildmage,Ryan Pancoast,"['B', 'G']","['B', 'G']",176,RTR,"#B2BFA8
#23261D
#6A7358
#A2A644
#8A8C4A"
Lotleth Troll,Vincent Proce,"['B', 'G']","['B', 'G']",177,RTR,"#25261E
#BFB16B
#A68F63
#8C5B49
#A62E2E"
Loxodon Smiter,Ryan Barger,"['G', 'W']","['G', 'W']",178,RTR,"#667336
#59522E
#BF9E60
#A67E4E
#8C706D"
Lyev Skyknight,Johannes Voss,"['U', 'W']","['U', 'W']",179,RTR,"#354B8C
#8C855E
#BFA995
#A65E58
#8C3F3F"
Mercurial Chemister,Wesley Burt,"['R', 'U']","['R', 'U']",180,RTR,"#7A91BF
#A0B3D9
#D9AD77
#BF6E3F
#592E1E"
New Prahv Guildmage,Karl Kopinski,"['U', 'W']","['U', 'W']",181,RTR,"#324E73
#25261E
#D9D5C5
#735D43
#A6866A"
Nivix Guildmage,Scott M. Fischer,"['R', 'U']","['R', 'U']",182,RTR,"#A38FBF
#5662A6
#BF8B5E
#BF4136
#732424"
"Niv-Mizzet, Dracogenius",Todd Lockwood,"['R', 'U']","['R', 'U']",183,RTR,"#8B8ABF
#D9AA55
#D97C2B
#593825
#401A1A"
Rakdos Charm,Zoltan Boros,"['B', 'R']","['B', 'R']",184,RTR,"#F2C46D
#F2AC57
#D98859
#D94929
#8C3027"
Rakdos Ragemutt,Ryan Barger,"['B', 'R']","['B', 'R']",185,RTR,"#F28D35
#D95829
#A65C41
#A6382E
#732727"
Rakdos Ringleader,Jason Felix,"['B', 'R']","['B', 'R']",186,RTR,"#A6566B
#F2B441
#D96E30
#D92B2B
#732626"
"Rakdos, Lord of Riots",Vincent Proce,"['B', 'R']","['B', 'R']",187,RTR,"#D9C355
#D9923B
#734930
#D95829
#D93425"
Rakdos's Return,Daarken,"['B', 'R']","['B', 'R']",188,RTR,"#F2C53D
#F29E38
#F27B35
#D93829
#8C2323"
Righteous Authority,Scott Chou,"['U', 'W']","['U', 'W']",189,RTR,"#586BA6
#45648C
#8EA676
#BF6836
#A63429"
Risen Sanctuary,Chase Stone,"['G', 'W']","['G', 'W']",190,RTR,"#23261D
#A3A653
#736F40
#A69151
#D9CEAD"
Rites of Reaping,David Rapoza,"['B', 'G']","['B', 'G']",191,RTR,"#B4B9D9
#262621
#D9C39A
#A6774E
#734939"
Rix Maadi Guildmage,Karl Kopinski,"['B', 'R']","['B', 'R']",192,RTR,"#F2CF66
#D99C52
#F29849
#D9583B
#59362E"
Search Warrant,Steven Belledin,"['U', 'W']","['U', 'W']",193,RTR,"#656573
#8C7D30
#D9AE5F
#BFA169
#A69580"
Selesnya Charm,Zoltan Boros,"['G', 'W']","['G', 'W']",194,RTR,"#2D3C59
#A1BF60
#9CA653
#6E734C
#D7D9A7"
Skull Rend,Greg Staples,"['B', 'R']","['B', 'R']",195,RTR,"#26261F
#D9C6A3
#A68A68
#8C5E54
#593232"
Skymark Roc,Christopher Moeller,"['U', 'W']","['U', 'W']",196,RTR,"#2F3A59
#A0AED9
#4465A6
#6382BF
#8C7456"
Slaughter Games,Steve Prescott,"['B', 'R']","['B', 'R']",197,RTR,"#D9C1D7
#B388BF
#BF2A2A
#8C2727
#592222"
Sluiceway Scorpion,Slawomir Maniak,"['B', 'G']","['B', 'G']",198,RTR,"#262621
#BDBF7A
#BFBC8A
#8C7E54
#A64833"
Spawn of Rix Maadi,Min Yum,"['B', 'R']","['B', 'R']",199,RTR,"#8B8ABF
#262616
#D95A2B
#D93829
#732720"
Sphinx's Revelation,Slawomir Maniak,"['U', 'W']","['U', 'W']",200,RTR,"#6A79A6
#495473
#BFA77A
#8C4830
#402E27"
Supreme Verdict,Sam Burley,"['U', 'W']","['U', 'W']",201,RTR,"#26261D
#D9C077
#D9CBA0
#A68A58
#735632"
Teleportal,Scott M. Fischer,"['R', 'U']","['R', 'U']",202,RTR,"#374031
#97A677
#667339
#A6442E
#BF3C30"
Thoughtflare,David Rapoza,"['R', 'U']","['R', 'U']",203,RTR,"#0C0D0A
#BFAF80
#8C6F4A
#733924
#BF6849"
Treasured Find,Jason Chan,"['B', 'G']","['B', 'G']",204,RTR,"#23261D
#525938
#A68B6A
#BF7534
#D93232"
Trestle Troll,Peter Mohrbacher,"['B', 'G']","['B', 'G']",205,RTR,"#464E59
#26261D
#A68A37
#8C7737
#735E38"
"Trostani, Selesnya's Voice",Chippy,"['G', 'W']","['G', 'W']",206,RTR,"#25261E
#BDBF7A
#A68F49
#8C693E
#A65C32"
Vitu-Ghazi Guildmage,Jason Chan,"['G', 'W']","['G', 'W']",207,RTR,"#85A63F
#25261E
#8A8C4A
#BFBC8E
#8C7C5E"
Vraska the Unseen,Aleksi Briclot,"['B', 'G']","['B', 'G']",208,RTR,"#20261E
#F2EA77
#D9D273
#D9D59A
#8C783A"
Wayfaring Temple,Peter Mohrbacher,"['G', 'W']","['G', 'W']",209,RTR,"#454E59
#252617
#D9B64E
#BF9445
#8C7345"
Azor's Elocutors,Johannes Voss,"['U', 'W']","['U', 'W']",210,RTR,"#566AA6
#D4D948
#A68053
#8C6849
#594A3E"
Blistercoil Weird,Dan Scott,"['R', 'U']","['R', 'U']",211,RTR,"#F2C894
#F2A057
#D9653B
#D93E30
#592722"
Cryptborn Horror,Richard Wright,"['B', 'R']","['B', 'R']",212,RTR,"#93BFBB
#F2CB57
#F2994B
#BF7245
#8C4126"
Deathrite Shaman,Steve Argyle,"['B', 'G']","['B', 'G']",213,RTR,"#2A4027
#748C4F
#D9A86C
#8C6542
#A67165"
Dryad Militant,Terese Nielsen,"['G', 'W']","['G', 'W']",214,RTR,"#6C7339
#A2A63C
#BFA678
#73412F
#D9805F"
Frostburn Weird,Mike Bierek,"['R', 'U']","['R', 'U']",215,RTR,"#3C5FA6
#3B568C
#2E4159
#8BADD9
#D95E32"
Golgari Longlegs,Volkan BaÇµa,"['B', 'G']","['B', 'G']",216,RTR,"#4C5939
#6A7348
#A0A672
#403B32
#736355"
Growing Ranks,Seb McKinnon,"['G', 'W']","['G', 'W']",217,RTR,"#32402C
#44592E
#86A641
#758C42
#97A676"
Judge's Familiar,Jack Wang,"['U', 'W']","['U', 'W']",218,RTR,"#77618C
#37448C
#223240
#F2EBC9
#A66B49"
Nivmagus Elemental,Mike Bierek,"['R', 'U']","['R', 'U']",219,RTR,"#F2BC57
#92BCBA
#BF532C
#593325
#BF4539"
Rakdos Cackler,Ryan Barger,"['B', 'R']","['B', 'R']",220,RTR,"#65A66F
#D9763D
#BF5B45
#D93A2B
#8C342B"
Rakdos Shred-Freak,Wayne Reynolds,"['B', 'R']","['B', 'R']",221,RTR,"#95BFA0
#595739
#A65729
#8C3623
#592520"
Slitherhead,Greg Staples,"['B', 'G']","['B', 'G']",222,RTR,"#252617
#D9C66A
#A68C41
#594C25
#8C6E37"
Sundering Growth,David Palumbo,"['G', 'W']","['G', 'W']",223,RTR,"#5E5D73
#C1C7D9
#A6A15B
#737043
#8C6151"
Vassal Soul,Dan Scott,"['U', 'W']","['U', 'W']",224,RTR,"#8183A6
#404959
#D9CD91
#BFB78E
#F2EDD5"
Azorius Keyrune,Daniel Ljunggren,"['U', 'W']",[],225,RTR,"#182625
#455952
#AABFAC
#828C79
#A69668"
Chromatic Lantern,Jung Park,[],[],226,RTR,"#83A638
#D9BE3B
#595336
#A67C2E
#A68C5D"
Civic Saber,Jung Park,[],[],227,RTR,"#262521
#A68256
#A68F81
#BF573F
#735E5A"
Codex Shredder,Jason Felix,[],[],228,RTR,"#5E7EBF
#6FB7BF
#252620
#BFBB84
#8C7456"
Golgari Keyrune,Daniel Ljunggren,"['B', 'G']",[],229,RTR,"#1D261E
#488C46
#4D5940
#828C5D
#B7BF78"
Izzet Keyrune,Daniel Ljunggren,"['R', 'U']",[],230,RTR,"#BBBF9F
#403A2F
#8C7B65
#BF472C
#8C322A"
Pithing Needle,Anthony Palumbo,[],[],231,RTR,"#F2C53D
#F29D35
#F28A2E
#D95829
#8C2E26"
Rakdos Keyrune,Daniel Ljunggren,"['B', 'R']",[],232,RTR,"#D9A282
#59463B
#8C513B
#A64B37
#D94436"
Selesnya Keyrune,Daniel Ljunggren,"['G', 'W']",[],233,RTR,"#D9D491
#A6A486
#A6995B
#73694C
#403728"
Street Sweeper,Izzy,[],[],234,RTR,"#53A6A6
#0D0D0C
#BFA18F
#734E40
#A67A6A"
Tablet of the Guilds,Nic Klein,[],[],235,RTR,"#B2BF4E
#F2BF5E
#D99A4E
#8C5230
#59332A"
Volatile Rig,Mathias Kollros,[],[],236,RTR,"#8F88BF
#F2CDAC
#D97E4A
#D9704A
#733636"
Azorius Guildgate,Drew Baker,"['U', 'W']",[],237,RTR,"#555C73
#D9BF8F
#D9C0A3
#A67A53
#594F4F"
Blood Crypt,Vincent Proce,"['B', 'R']",[],238,RTR,"#F2CF63
#D98236
#D93425
#A62929
#732626"
Golgari Guildgate,Eytan Zana,"['B', 'G']",[],239,RTR,"#8E9ABF
#F2EEB6
#8C793F
#D98032
#D95A2B"
Grove of the Guardian,Christine Choi,"['G', 'W']",[],240,RTR,"#38402C
#7D8C46
#67733D
#BCBF5A
#D7D9A0"
Hallowed Fountain,Jung Park,"['U', 'W']",[],241,RTR,"#84A0D9
#7394BF
#93AEBF
#262621
#A69677"
Izzet Guildgate,Noah Bradley,"['R', 'U']",[],242,RTR,"#503F8C
#4E64A6
#2E3959
#D93829
#8C2A2A"
Overgrown Tomb,Steven Belledin,"['B', 'G']",[],243,RTR,"#23261D
#0C0D0A
#595336
#BFA65A
#8C7A42"
Rakdos Guildgate,Eytan Zana,"['B', 'R']",[],244,RTR,"#F2B950
#F2A649
#D9863D
#A63429
#592722"
Rogue's Passage,Christine Choi,[],[],245,RTR,"#3A4038
#99BF73
#718C56
#BF8641
#8C5A2E"
Selesnya Guildgate,Howard Lyon,"['G', 'W']",[],246,RTR,"#6A8AA6
#3D4028
#BBBF4B
#898C37
#A68B6A"
Steam Vents,Yeong-Hao Han,"['R', 'U']",[],247,RTR,"#5679A6
#BF9460
#D95D30
#73463C
#D92B2B"
Temple Garden,Volkan BaÇµa,"['G', 'W']",[],248,RTR,"#59562A
#BF9A56
#BFA77A
#A67244
#8C5535"
Transguild Promenade,Noah Bradley,[],[],249,RTR,"#BFB636
#A69438
#736027
#D9A362
#73553C"
Plains,John Avon,['W'],[],250,RTR,"#D989B5
#F2BA52
#D96A29
#A64826
#592C1C"
Plains,Yeong-Hao Han,['W'],[],251,RTR,"#BF9A56
#262014
#D9C091
#735632
#BF935E"
Plains,Adam Paquette,['W'],[],252,RTR,"#D99F6C
#F2CEAE
#D9704A
#A6583C
#59352D"
Plains,Richard Wright,['W'],[],253,RTR,"#D9CF9C
#F2A341
#F2B680
#BF8563
#8C5C4A"
Plains,Richard Wright,['W'],[],254,RTR,"#85A2A6
#F2EDA7
#F2A35E
#D97D48
#8C4830"
Island,John Avon,['U'],[],255,RTR,"#5A5C8C
#393B59
#7EAED9
#89CAD9
#A67841"
Island,Yeong-Hao Han,['U'],[],256,RTR,"#394A59
#BDBFAE
#BFA965
#A68D60
#736345"
Island,Adam Paquette,['U'],[],257,RTR,"#56688C
#F2CD88
#D98D62
#593122
#BF3326"
Island,Richard Wright,['U'],[],258,RTR,"#79798C
#D9C27E
#D9CEB0
#D9AC84
#A6806A"
Island,Richard Wright,['U'],[],259,RTR,"#263440
#364959
#8C8A68
#F2E9BD
#F2D1B3"
Swamp,John Avon,['B'],[],260,RTR,"#252620
#F2CD5C
#BF9969
#D97941
#BF613F"
Swamp,Yeong-Hao Han,['B'],[],261,RTR,"#1C261D
#7BA66F
#485940
#7F8C6C
#F1F2E9"
Swamp,Adam Paquette,['B'],[],262,RTR,"#BCBF56
#A3A653
#8C8745
#59562C
#262014"
Swamp,Richard Wright,['B'],[],263,RTR,"#365946
#17261E
#5D734D
#708C54
#A5BF6B"
Swamp,Richard Wright,['B'],[],264,RTR,"#252620
#8C8742
#59562D
#BFB26F
#F2E5A0"
Mountain,John Avon,['R'],[],265,RTR,"#401C2D
#724073
#6D5DA6
#732222
#401A1A"
Mountain,Yeong-Hao Han,['R'],[],266,RTR,"#F2DA91
#F2AC57
#D97236
#8C3926
#401C18"
Mountain,Adam Paquette,['R'],[],267,RTR,"#F2C49B
#D98555
#BF5239
#8C342B
#592722"
Mountain,Richard Wright,['R'],[],268,RTR,"#D98841
#A64E2E
#D94B2B
#59362E
#A6382E"
Mountain,Richard Wright,['R'],[],269,RTR,"#F2DA63
#D9A74A
#D9863D
#D96236
#592E1E"
Forest,John Avon,['G'],[],270,RTR,"#428C4D
#5EA653
#375932
#1E261C
#D4D959"
Forest,Yeong-Hao Han,['G'],[],271,RTR,"#9BA64B
#262614
#D6D984
#A6904E
#8C7446"
Forest,Adam Paquette,['G'],[],272,RTR,"#2C3140
#818DA6
#384029
#A69665
#7D3325"
Forest,Richard Wright,['G'],[],273,RTR,"#A6922D
#736832
#736849
#40382A
#B4AD92"
Forest,Richard Wright,['G'],[],274,RTR,"#497350
#364031
#A4BF7A
#CCD9B8
#D7D996"
Aerial Maneuver,Scott Chou,['W'],['W'],1,GTC,"#D9CC8B
#D9CBA0
#F2EDDC
#40341E
#A68C5B"
Angelic Edict,Trevor Claxton,['W'],['W'],2,GTC,"#D9C043
#8C824F
#BF9E3B
#D9C49C
#8C704F"
Angelic Skirmisher,David Rapoza,['W'],['W'],3,GTC,"#A67B97
#BF573F
#8C2E26
#591D1D
#261414"
Assault Griffin,Eric Velhagen,['W'],['W'],4,GTC,"#8095BF
#BFBDB0
#BF8A49
#8C613B
#593F28"
Basilica Guards,Dan Scott,['W'],['W'],5,GTC,"#5E518C
#F2DEA0
#F2B950
#BF8A49
#8C503A"
Blind Obedience,Seb McKinnon,['W'],['W'],6,GTC,"#BFB850
#8C8356
#A68F49
#D96F32
#8C452B"
Boros Elite,Willian Murai,['W'],['W'],7,GTC,"#F2DF7E
#D9A87E
#D98452
#A65132
#D92B2B"
